"Location","Year","Month","Day","Hour","Solar_Elevation"
"Solar Array",2010,7,22,19,32.2869542034027
"Solar Array",2010,7,22,20,21.4497478883185
"Solar Array",2010,7,22,21,10.8629602674631
"Solar Array",2010,7,22,22,0.834068144071878
"Solar Array",2010,7,22,23,-8.28987766422669
"Solar Array",2010,7,22,24,-16.07770282241
"Solar Array",2010,7,23,1,-22.0043892297852
"Solar Array",2010,7,23,2,-25.5141551134245
"Solar Array",2010,7,23,3,-26.186337109021
"Solar Array",2010,7,23,4,-23.9308072576951
"Solar Array",2010,7,23,5,-19.0376491248288
"Solar Array",2010,7,23,6,-12.0272276014068
"Solar Array",2010,7,23,7,-3.4527656633106
"Solar Array",2010,7,23,8,6.20945953261098
"Solar Array",2010,7,23,9,16.5774387063491
"Solar Array",2010,7,23,10,27.33154444954
"Solar Array",2010,7,23,11,38.1551795168413
"Solar Array",2010,7,23,12,48.6297810377608
"Solar Array",2010,7,23,13,58.0026044619801
"Solar Array",2010,7,23,14,64.6866344247136
"Solar Array",2010,7,23,15,66.1157291313512
"Solar Array",2010,7,23,16,61.4619334053235
"Solar Array",2010,7,23,17,53.0175262538349
"Solar Array",2010,7,23,18,42.901717334991
"Solar Array",2010,7,23,19,32.1613731323965
"Solar Array",2010,7,23,20,21.3223141545797
"Solar Array",2010,7,23,21,10.7284980616083
"Solar Array",2010,7,23,22,0.688461288807048
"Solar Array",2010,7,23,23,-8.44985550118344
"Solar Array",2010,7,23,24,-16.253929006248
"Solar Array",2010,7,24,1,-22.1962874280033
"Solar Array",2010,7,24,2,-25.7174514608894
"Solar Array",2010,7,24,3,-26.393164344605
"Solar Array",2010,7,24,4,-24.1322885071591
"Solar Array",2010,7,24,5,-19.2272925937545
"Solar Array",2010,7,24,6,-12.2023562599791
"Solar Array",2010,7,24,7,-3.61382388716422
"Solar Array",2010,7,24,8,6.06013531279017
"Solar Array",2010,7,24,9,16.4363909808747
"Solar Array",2010,7,24,10,27.1943319611749
"Solar Array",2010,7,24,11,38.0159318218994
"Solar Array",2010,7,24,12,48.4802266775333
"Solar Array",2010,7,24,13,57.8314975654884
"Solar Array",2010,7,24,14,64.4865839390586
"Solar Array",2010,7,24,15,65.9084808246902
"Solar Array",2010,7,24,16,61.2819765835299
"Solar Array",2010,7,24,17,52.8654802295002
"Solar Array",2010,7,24,18,42.765194564583
"Solar Array",2010,7,24,19,32.0302079611663
"Solar Array",2010,7,24,20,21.1893838007281
"Solar Array",2010,7,24,21,10.5885258848939
"Solar Array",2010,7,24,22,0.537254668200177
"Solar Array",2010,7,24,23,-8.61557003175706
"Solar Array",2010,7,24,24,-16.4360286459957
"Solar Array",2010,7,25,1,-22.3941142637878
"Solar Array",2010,7,25,2,-25.9265374906056
"Solar Array",2010,7,25,3,-26.6053634339984
"Solar Array",2010,7,25,4,-24.3384770897487
"Solar Array",2010,7,25,5,-19.4208778897737
"Solar Array",2010,7,25,6,-12.380712385202
"Solar Array",2010,7,25,7,-3.77753340095717
"Solar Array",2010,7,25,8,5.90856727583943
"Solar Array",2010,7,25,9,16.293329827645
"Solar Array",2010,7,25,10,27.0551467291195
"Solar Array",2010,7,25,11,37.8745284105517
"Solar Array",2010,7,25,12,48.328044339965
"Solar Array",2010,7,25,13,57.6569254006249
"Solar Array",2010,7,25,14,64.2819170983879
"Solar Array",2010,7,25,15,65.6954677948961
"Solar Array",2010,7,25,16,61.0957475606159
"Solar Array",2010,7,25,17,52.7073433883385
"Solar Array",2010,7,25,18,42.6228868335306
"Solar Array",2010,7,25,19,31.8934685191643
"Solar Array",2010,7,25,20,21.0509726182338
"Solar Array",2010,7,25,21,10.4430675925927
"Solar Array",2010,7,25,22,0.380481037803463
"Solar Array",2010,7,25,23,-8.78697955934021
"Solar Array",2010,7,25,24,-16.6239516127728
"Solar Array",2010,7,26,1,-22.5978117152454
"Solar Array",2010,7,26,2,-26.1413470496966
"Solar Array",2010,7,26,3,-26.8228593362746
"Solar Array",2010,7,26,4,-24.5492901172745
"Solar Array",2010,7,26,5,-19.6183184999014
"Solar Array",2010,7,26,6,-12.562211403873
"Solar Array",2010,7,26,7,-3.94381613416148
"Solar Array",2010,7,26,8,5.75482414816494
"Solar Array",2010,7,26,9,16.1483131667685
"Solar Array",2010,7,26,10,26.9140353569686
"Solar Array",2010,7,26,11,37.7310050979554
"Solar Array",2010,7,26,12,48.1732620775395
"Solar Array",2010,7,26,13,57.4789185247335
"Solar Array",2010,7,26,14,64.0726883939584
"Solar Array",2010,7,26,15,65.4767657477733
"Solar Array",2010,7,26,16,60.9032967191286
"Solar Array",2010,7,26,17,52.5431380276885
"Solar Array",2010,7,26,18,42.4748066315148
"Solar Array",2010,7,26,19,31.7511682006627
"Solar Array",2010,7,26,20,20.9070997310993
"Solar Array",2010,7,26,21,10.2921501788965
"Solar Array",2010,7,26,22,0.218176095376663
"Solar Array",2010,7,26,23,-8.96403968081644
"Solar Array",2010,7,26,24,-16.817645372675
"Solar Array",2010,7,27,1,-22.8073197229428
"Solar Array",2010,7,27,2,-26.3618123354052
"Solar Array",2010,7,27,3,-27.0455757217269
"Solar Array",2010,7,27,4,-24.7646437904512
"Solar Array",2010,7,27,5,-19.8195274665598
"Solar Array",2010,7,27,6,-12.7467688310558
"Solar Array",2010,7,27,7,-4.11259462336439
"Solar Array",2010,7,27,8,5.59897360270951
"Solar Array",2010,7,27,9,16.0013975144534
"Solar Array",2010,7,27,10,26.77104280081
"Solar Array",2010,7,27,11,37.585395942365
"Solar Array",2010,7,27,12,48.0159062902979
"Solar Array",2010,7,27,13,57.2975062945411
"Solar Array",2010,7,27,14,63.8589518749424
"Solar Array",2010,7,27,15,65.2524516258502
"Solar Array",2010,7,27,16,60.7046780939318
"Solar Array",2010,7,27,17,52.3728906076434
"Solar Array",2010,7,27,18,42.3209703300187
"Solar Array",2010,7,27,19,31.6033239735987
"Solar Array",2010,7,27,20,20.7577875971817
"Solar Array",2010,7,27,21,10.1358037691003
"Solar Array",2010,7,27,22,0.0503784644521659
"Solar Array",2010,7,27,23,-9.14670331057636
"Solar Array",2010,7,27,24,-17.0170550176743
"Solar Array",2010,7,28,1,-23.0225762276026
"Solar Array",2010,7,28,2,-26.5878639391987
"Solar Array",2010,7,28,3,-27.2734350213366
"Solar Array",2010,7,28,4,-24.9844534539426
"Solar Array",2010,7,28,5,-20.0244174482358
"Solar Array",2010,7,28,6,-12.9343003325274
"Solar Array",2010,7,28,7,-4.28379206992831
"Solar Array",2010,7,28,8,5.44108221245988
"Solar Array",2010,7,28,9,15.8526379528486
"Solar Array",2010,7,28,10,26.6262123600065
"Solar Array",2010,7,28,11,37.4377332619767
"Solar Array",2010,7,28,12,47.8560017738565
"Solar Array",2010,7,28,13,57.1127169387414
"Solar Array",2010,7,28,14,63.6407611871389
"Solar Array",2010,7,28,15,65.0226035198361
"Solar Array",2010,7,28,16,60.4999492674323
"Solar Array",2010,7,28,17,52.196631720707
"Solar Array",2010,7,28,18,42.1613981823526
"Solar Array",2010,7,28,19,31.4499563822281
"Solar Array",2010,7,28,20,20.6030620046325
"Solar Array",2010,7,28,21,9.97406160792363
"Solar Array",2010,7,28,22,-0.122870325080115
"Solar Array",2010,7,28,23,-9.3349207067085
"Solar Array",2010,7,28,24,-17.2221232979677
"Solar Array",2010,7,29,1,-23.243517208637
"Solar Array",2010,7,29,2,-26.819430891213
"Solar Array",2010,7,29,3,-27.5063584761313
"Solar Array",2010,7,29,4,-25.2086336508929
"Solar Array",2010,7,29,5,-20.2329007791722
"Solar Array",2010,7,29,6,-13.1247217856432
"Solar Array",2010,7,29,7,-4.4573323953464
"Solar Array",2010,7,29,8,5.28121540693832
"Solar Array",2010,7,29,9,15.7020881034327
"Solar Array",2010,7,29,10,26.4795856719368
"Solar Array",2010,7,29,11,37.2880476559764
"Solar Array",2010,7,29,12,47.6935717715272
"Solar Array",2010,7,29,13,56.9245776338405
"Solar Array",2010,7,29,14,63.4181696151715
"Solar Array",2010,7,29,15,64.7873005852421
"Solar Array",2010,7,29,16,60.2891712594105
"Solar Array",2010,7,29,17,52.0143960521332
"Solar Array",2010,7,29,18,41.9961143158421
"Solar Array",2010,7,29,19,31.2910895436563
"Solar Array",2010,7,29,20,20.4429520635131
"Solar Array",2010,7,29,21,9.80696004402951
"Solar Array",2010,7,29,22,-0.301525859306125
"Solar Array",2010,7,29,23,-9.52863949930168
"Solar Array",2010,7,29,24,-17.4327906557053
"Solar Array",2010,7,30,1,-23.47007672345
"Solar Array",2010,7,30,2,-27.0564407049725
"Solar Array",2010,7,30,3,-27.744266186376
"Solar Array",2010,7,30,4,-25.4370981768807
"Solar Array",2010,7,30,5,-20.4448895280263
"Solar Array",2010,7,30,6,-13.3179493385482
"Solar Array",2010,7,30,7,-4.63314029423337
"Solar Array",2010,7,30,8,5.11943743172492
"Solar Array",2010,7,30,9,15.54980010396
"Solar Array",2010,7,30,10,26.3312027106713
"Solar Array",2010,7,30,11,37.1363680297057
"Solar Array",2010,7,30,12,47.5286380303512
"Solar Array",2010,7,30,13,56.7331145829177
"Solar Array",2010,7,30,14,63.1912301277241
"Solar Array",2010,7,30,15,64.5466229642376
"Solar Array",2010,7,30,16,60.072408412309
"Solar Array",2010,7,30,17,51.8262223313977
"Solar Array",2010,7,30,18,41.8251467163595
"Solar Array",2010,7,30,19,31.1267511383452
"Solar Array",2010,7,30,20,20.2774901926617
"Solar Array",2010,7,30,21,9.63453851081435
"Solar Array",2010,7,30,22,-0.485540865469034
"Solar Array",2010,7,30,23,-9.72780472078394
"Solar Array",2010,7,30,24,-17.6489952600251
"Solar Array",2010,7,31,1,-23.7021869474376
"Solar Array",2010,7,31,2,-27.2988194223165
"Solar Array",2010,7,31,3,-27.987077160529
"Solar Array",2010,7,31,4,-25.6697601332371
"Solar Array",2010,7,31,5,-20.6602955554363
"Solar Array",2010,7,31,6,-13.5138994676776
"Solar Array",2010,7,31,7,-4.81114128489476
"Solar Array",2010,7,31,8,4.9558113110465
"Solar Array",2010,7,31,9,15.3958245889731
"Solar Array",2010,7,31,10,26.1811017895411
"Solar Array",2010,7,31,11,36.9827216238414
"Solar Array",2010,7,31,12,47.3612208608427
"Solar Array",2010,7,31,13,56.5383530969557
"Solar Array",2010,7,31,14,62.959995425384
"Solar Array",2010,7,31,15,64.3006517127664
"Solar Array",2010,7,31,16,59.849728272816
"Solar Array",2010,7,31,17,51.6321532752904
"Solar Array",2010,7,31,18,41.6485272054167
"Solar Array",2010,7,31,19,30.956972394723
"Solar Array",2010,7,31,20,20.106712101913
"Solar Array",2010,7,31,21,9.45683950355932
"Solar Array",2010,7,31,22,-0.67486523990938
"Solar Array",2010,7,31,23,-9.93235883821816
"Solar Array",2010,7,31,24,-17.8706730433154
"Solar Array",2010,8,1,1,-23.9397782146105
"Solar Array",2010,8,1,2,-27.5464916584629
"Solar Array",2010,8,1,3,-28.234709363906
"Solar Array",2010,8,1,4,-25.9065319796743
"Solar Array",2010,8,1,5,-20.8790305704459
"Solar Array",2010,8,1,6,-13.7124890334914
"Solar Array",2010,8,1,7,-4.99126175742694
"Solar Array",2010,8,1,8,4.79039881345783
"Solar Array",2010,8,1,9,15.2402106738735
"Solar Array",2010,8,1,10,26.0293195675536
"Solar Array",2010,8,1,11,36.8271340474801
"Solar Array",2010,8,1,12,47.191339200238
"Solar Array",2010,8,1,13,56.3403176783939
"Solar Array",2010,8,1,14,62.7245179906705
"Solar Array",2010,8,1,15,64.049468732903
"Solar Array",2010,8,1,16,59.6212014705571
"Solar Array",2010,8,1,17,51.4322355231528
"Solar Array",2010,8,1,18,41.4662914100702
"Solar Array",2010,8,1,19,30.7817880680479
"Solar Array",2010,8,1,20,19.9306567697864
"Solar Array",2010,8,1,21,9.27390855304425
"Solar Array",2010,8,1,22,-0.869446078672681
"Solar Array",2010,8,1,23,-10.1422417874636
"Solar Array",2010,8,1,24,-18.0977577386216
"Solar Array",2010,8,2,1,-24.1827790587608
"Solar Array",2010,8,2,2,-27.7993806471439
"Solar Array",2010,8,2,3,-28.4870797669908
"Solar Array",2010,8,2,4,-26.147325586174
"Solar Array",2010,8,2,5,-21.1010061857382
"Solar Array",2010,8,2,6,-13.913635334395
"Solar Array",2010,8,2,7,-5.17342901931495
"Solar Array",2010,8,2,8,4.62326042062841
"Solar Array",2010,8,2,9,15.0830059425322
"Solar Array",2010,8,2,10,25.8758910595897
"Solar Array",2010,8,2,11,36.6696293150044
"Solar Array",2010,8,2,12,47.0190106790303
"Solar Array",2010,8,2,13,56.1390321065643
"Solar Array",2010,8,2,14,62.4848501398459
"Solar Array",2010,8,2,15,63.7931567103802
"Solar Array",2010,8,2,16,59.3869015946822
"Solar Array",2010,8,2,17,51.2265195648187
"Solar Array",2010,8,2,18,41.2784787259248
"Solar Array",2010,8,2,19,30.6012364137065
"Solar Array",2010,8,2,20,19.7493664167831
"Solar Array",2010,8,2,21,9.08579419574745
"Solar Array",2010,8,2,22,-1.06922771067333
"Solar Array",2010,8,2,23,-10.3573910091065
"Solar Array",2010,8,2,24,-18.3301809181059
"Solar Array",2010,8,3,1,-24.4311162550937
"Solar Array",2010,8,3,2,-28.0574082857419
"Solar Array",2010,8,3,3,-28.7441043933374
"Solar Array",2010,8,3,4,-26.3920522840903
"Solar Array",2010,8,3,5,-21.3261339716381
"Solar Array",2010,8,3,6,-14.1172561588123
"Solar Array",2010,8,3,7,-5.35757133849852
"Solar Array",2010,8,3,8,4.45445529924164
"Solar Array",2010,8,3,9,14.9242564384103
"Solar Array",2010,8,3,10,25.7208496503111
"Solar Array",2010,8,3,11,36.5102298865988
"Solar Array",2010,8,3,12,46.8442516905672
"Solar Array",2010,8,3,13,55.9345195246732
"Solar Array",2010,8,3,14,62.2410440761228
"Solar Array",2010,8,3,15,63.5317990571929
"Solar Array",2010,8,3,16,59.146905069096
"Solar Array",2010,8,3,17,51.0150596618351
"Solar Array",2010,8,3,18,41.0851322735514
"Solar Array",2010,8,3,19,30.4153591551462
"Solar Array",2010,8,3,20,19.5628864744468
"Solar Array",2010,8,3,21,8.89254794076064
"Solar Array",2010,8,3,22,-1.27415173330134
"Solar Array",2010,8,3,23,-10.5777414860529
"Solar Array",2010,8,3,24,-18.5678720324651
"Solar Array",2010,8,4,1,-24.6847148622372
"Solar Array",2010,8,4,2,-28.3204951803556
"Solar Array",2010,8,4,3,-29.0056983670103
"Solar Array",2010,8,4,4,-26.640622916429
"Solar Array",2010,8,4,5,-21.5543255088521
"Solar Array",2010,8,4,6,-14.3232698353782
"Solar Array",2010,8,4,7,-5.54361798388837
"Solar Array",2010,8,4,8,4.28404127599566
"Solar Array",2010,8,4,9,14.7640066591482
"Solar Array",2010,8,4,10,25.5642271116938
"Solar Array",2010,8,4,11,36.3489567122711
"Solar Array",2010,8,4,12,46.6670774634795
"Solar Array",2010,8,4,13,55.7268025279931
"Solar Array",2010,8,4,14,61.9931519438972
"Solar Array",2010,8,4,15,63.2654798591431
"Solar Array",2010,8,4,16,58.9012910270477
"Solar Array",2010,8,4,17,50.7979137625643
"Solar Array",2010,8,4,18,40.8862988486643
"Solar Array",2010,8,4,19,30.2242014466708
"Solar Array",2010,8,4,20,19.3712655503618
"Solar Array",2010,8,4,21,8.69422423356647
"Solar Array",2010,8,4,22,-1.48415705034054
"Solar Array",2010,8,4,23,-10.8032257826727
"Solar Array",2010,8,4,24,-18.8107584512068
"Solar Array",2010,8,5,1,-24.943498264547
"Solar Array",2010,8,5,2,-28.58856069073
"Solar Array",2010,8,5,3,-29.2717759595075
"Solar Array",2010,8,5,4,-26.8929478872611
"Solar Array",2010,8,5,5,-21.7854924399131
"Solar Array",2010,8,5,6,-14.5315952812277
"Solar Array",2010,8,5,7,-5.7314992633266
"Solar Array",2010,8,5,8,4.11207481569055
"Solar Array",2010,8,5,9,14.6022995545702
"Solar Array",2010,8,5,10,25.4060536240879
"Solar Array",2010,8,5,11,36.1858292792248
"Solar Array",2010,8,5,12,46.4875021367025
"Solar Array",2010,8,5,13,55.5159032529374
"Solar Array",2010,8,5,14,61.7412258836585
"Solar Array",2010,8,5,15,62.994283828172
"Solar Array",2010,8,5,16,58.6501411857437
"Solar Array",2010,8,5,17,50.5751434117789
"Solar Array",2010,8,5,18,40.6820288664228
"Solar Array",2010,8,5,19,30.0278118313409
"Solar Array",2010,8,5,20,19.1745553892774
"Solar Array",2010,8,5,21,8.49088041683757
"Solar Array",2010,8,5,22,-1.69917991206501
"Solar Array",2010,8,5,23,-11.0337740853738
"Solar Array",2010,8,5,24,-19.0587655036776
"Solar Array",2010,8,6,1,-25.2073882146106
"Solar Array",2010,8,6,2,-28.8615229749749
"Solar Array",2010,8,6,3,-29.5422506361201
"Solar Array",2010,8,6,4,-27.148937210245
"Solar Array",2010,8,6,5,-22.019546519314
"Solar Array",2010,8,6,6,-14.7421520483694
"Solar Array",2010,8,6,7,-5.92114655898999
"Solar Array",2010,8,6,8,3.93861100237291
"Solar Array",2010,8,6,9,14.4391765280421
"Solar Array",2010,8,6,10,25.2463578007006
"Solar Array",2010,8,6,11,36.0208656624183
"Solar Array",2010,8,6,12,46.3055388368451
"Solar Array",2010,8,6,13,55.3018434666962
"Solar Array",2010,8,6,14,61.4853180872478
"Solar Array",2010,8,6,15,62.7182962592963
"Solar Array",2010,8,6,16,58.3935397216124
"Solar Array",2010,8,6,17,50.346813655372
"Solar Array",2010,8,6,18,40.4723763002493
"Solar Array",2010,8,6,19,29.8262421942472
"Solar Array",2010,8,6,20,18.972810830565
"Solar Array",2010,8,6,21,8.28257668842623
"Solar Array",2010,8,6,22,-1.91915395736581
"Solar Array",2010,8,6,23,-11.2693142444797
"Solar Array",2010,8,6,24,-19.3118165207355
"Solar Array",2010,8,7,1,-25.4763048758663
"Solar Array",2010,8,7,2,-29.139299034006
"Solar Array",2010,8,7,3,-29.8170351016789
"Solar Array",2010,8,7,4,-27.4085005562255
"Solar Array",2010,8,7,5,-22.2563996623087
"Solar Array",2010,8,7,6,-14.9548603681348
"Solar Array",2010,8,7,7,-6.11249236025019
"Solar Array",2010,8,7,8,3.76370352349859
"Solar Array",2010,8,7,9,14.2746774411033
"Solar Array",2010,8,7,10,25.0851667153819
"Solar Array",2010,8,7,11,35.8540825781409
"Solar Array",2010,8,7,12,46.1211997576565
"Solar Array",2010,8,7,13,55.0846446571165
"Solar Array",2010,8,7,14,61.2254808531512
"Solar Array",2010,8,7,15,62.4376029919535
"Solar Array",2010,8,7,16,58.1315731467924
"Solar Array",2010,8,7,17,50.1129929408027
"Solar Array",2010,8,7,18,40.2573986155702
"Solar Array",2010,8,7,19,29.6195477114361
"Solar Array",2010,8,7,20,18.7660897622237
"Solar Array",2010,8,7,21,8.06937605672574
"Solar Array",2010,8,7,22,-2.14401025775398
"Solar Array",2010,8,7,23,-11.5097718172807
"Solar Array",2010,8,7,24,-19.5698328769491
"Solar Array",2010,8,8,1,-25.7501668652357
"Solar Array",2010,8,8,2,-29.4218047556349
"Solar Array",2010,8,8,3,-30.0960413456441
"Solar Array",2010,8,8,4,-27.6715472998917
"Solar Array",2010,8,8,5,-22.4959639923765
"Solar Array",2010,8,8,6,-15.1696411937043
"Solar Array",2010,8,8,7,-6.30547029400411
"Solar Array",2010,8,8,8,3.58740465706403
"Solar Array",2010,8,8,9,14.1088406212919
"Solar Array",2010,8,8,10,24.9225059335854
"Solar Array",2010,8,8,11,35.685495440418
"Solar Array",2010,8,8,12,45.9344962413354
"Solar Array",2010,8,8,13,54.8643281225204
"Solar Array",2010,8,8,14,60.9617666415424
"Solar Array",2010,8,8,15,62.152290375545
"Solar Array",2010,8,8,16,57.8643301873719
"Solar Array",2010,8,8,17,49.8737530138998
"Solar Array",2010,8,8,18,40.0371566989001
"Solar Array",2010,8,8,19,29.4077867947857
"Solar Array",2010,8,8,20,18.5544530716672
"Solar Array",2010,8,8,21,7.85134429359285
"Solar Array",2010,8,8,22,-2.37367736308305
"Solar Array",2010,8,8,23,-11.7550701121176
"Solar Array",2010,8,8,24,-19.8327340332112
"Solar Array",2010,8,9,1,-26.0288912956773
"Solar Array",2010,8,9,2,-29.7089549582404
"Solar Array",2010,8,9,3,-30.3791806864946
"Solar Array",2010,8,9,4,-27.9379865654696
"Solar Array",2010,8,9,5,-22.7381518873445
"Solar Array",2010,8,9,6,-15.3864162407192
"Solar Array",2010,8,9,7,-6.50001515251122
"Solar Array",2010,8,9,8,3.40976526164899
"Solar Array",2010,8,9,9,13.941702873065
"Solar Array",2010,8,9,10,24.758399546368
"Solar Array",2010,8,9,11,35.5151184200591
"Solar Array",2010,8,9,12,45.7454388614279
"Solar Array",2010,8,9,13,54.6409150611632
"Solar Array",2010,8,9,14,60.6942281288046
"Solar Array",2010,8,9,15,61.8624452389548
"Solar Array",2010,8,9,16,57.5919016638596
"Solar Array",2010,8,9,17,49.6291688126387
"Solar Array",2010,8,9,18,39.8117147827045
"Solar Array",2010,8,9,19,29.1910210331403
"Solar Array",2010,8,9,20,18.3379645935294
"Solar Array",2010,8,9,21,7.62854988503079
"Solar Array",2010,8,9,22,-2.60808134881644
"Solar Array",2010,8,9,23,-12.0051302333611
"Solar Array",2010,8,9,24,-20.10043757964
"Solar Array",2010,8,10,1,-26.3123938185627
"Solar Array",2010,8,10,2,-30.0006634339487
"Solar Array",2010,8,10,3,-30.66636381538
"Solar Array",2010,8,10,4,-28.2077272714444
"Solar Array",2010,8,10,5,-22.9828760241705
"Solar Array",2010,8,10,6,-15.6051080259937
"Solar Array",2010,8,10,7,-6.69606291876717
"Solar Array",2010,8,10,8,3.23083476930208
"Solar Array",2010,8,10,9,13.7732994917111
"Solar Array",2010,8,10,10,24.5928702072813
"Solar Array",2010,8,10,11,35.342964506153
"Solar Array",2010,8,10,12,45.5540375070448
"Solar Array",2010,8,10,13,54.4144266600427
"Solar Array",2010,8,10,14,60.422918261287
"Solar Array",2010,8,10,15,61.5681548638205
"Solar Array",2010,8,10,16,57.3143803743101
"Solar Array",2010,8,10,17,49.3793183584905
"Solar Array",2010,8,10,18,39.5811403664775
"Solar Array",2010,8,10,19,28.9693151300204
"Solar Array",2010,8,10,20,18.1166910547407
"Solar Array",2010,8,10,21,7.40106397983521
"Solar Array",2010,8,10,22,-2.84714586467689
"Solar Array",2010,8,10,23,-12.2598711271349
"Solar Array",2010,8,10,24,-20.3728592786523
"Solar Array",2010,8,11,1,-26.6005886657728
"Solar Array",2010,8,11,2,-30.296842991255
"Solar Array",2010,8,11,3,-30.9575008389926
"Solar Array",2010,8,11,4,-28.4806781742968
"Solar Array",2010,8,11,5,-23.2300494223957
"Solar Array",2010,8,11,6,-15.8256399043498
"Solar Array",2010,8,11,7,-6.89355078946346
"Solar Array",2010,8,11,8,3.0506611811916
"Solar Array",2010,8,11,9,13.6036642801385
"Solar Array",2010,8,11,10,24.4259391720009
"Solar Array",2010,8,11,11,35.1690455698016
"Solar Array",2010,8,11,12,45.3603014681472
"Solar Array",2010,8,11,13,54.1848841827804
"Solar Array",2010,8,11,14,60.1478903080667
"Solar Array",2010,8,11,15,61.2695069613211
"Solar Array",2010,8,11,16,57.0318609804856
"Solar Array",2010,8,11,17,49.1242826459318
"Solar Array",2010,8,11,18,39.3455041344857
"Solar Array",2010,8,11,19,28.7427368382403
"Solar Array",2010,8,11,20,17.8907020171303
"Solar Array",2010,8,11,21,7.16896033641599
"Solar Array",2010,8,11,22,-3.09079218449524
"Solar Array",2010,8,11,23,-12.5192096276391
"Solar Array",2010,8,11,24,-20.6499131080773
"Solar Array",2010,8,12,1,-26.8933886914213
"Solar Array",2010,8,12,2,-30.5974054970168
"Solar Array",2010,8,12,3,-31.2525013216345
"Solar Array",2010,8,12,4,-28.7567479112514
"Solar Array",2010,8,12,5,-23.4795854862811
"Solar Array",2010,8,12,6,-16.0479361036049
"Solar Array",2010,8,12,7,-7.09241719558216
"Solar Array",2010,8,12,8,2.86929106593661
"Solar Array",2010,8,12,9,13.4328295684223
"Solar Array",2010,8,12,10,24.2576263405322
"Solar Array",2010,8,12,11,34.9933724298882
"Solar Array",2010,8,12,12,45.1642395216279
"Solar Array",2010,8,12,13,53.9523090563126
"Solar Array",2010,8,12,14,59.8691979125164
"Solar Array",2010,8,12,15,60.9665896522556
"Solar Array",2010,8,12,16,56.744439897386
"Solar Array",2010,8,12,17,48.8641455306885
"Solar Array",2010,8,12,18,39.1048798706175
"Solar Array",2010,8,12,19,28.5113568917581
"Solar Array",2010,8,12,20,17.6600698178147
"Solar Array",2010,8,12,21,6.93231526800764
"Solar Array",2010,8,12,22,-3.33893925708128
"Solar Array",2010,8,12,23,-12.7830605039226
"Solar Array",2010,8,12,24,-20.9315113041867
"Solar Array",2010,8,13,1,-27.1907054130952
"Solar Array",2010,8,13,2,-30.9022619177545
"Solar Array",2010,8,13,3,-31.5512743264393
"Solar Array",2010,8,13,4,-29.035845042041
"Solar Array",2010,8,13,5,-23.7313980456468
"Solar Array",2010,8,13,6,-16.2719217577427
"Solar Array",2010,8,13,7,-7.29260182068681
"Solar Array",2010,8,13,8,2.6867695605294
"Solar Array",2010,8,13,9,13.2608262359776
"Solar Array",2010,8,13,10,24.087950301825
"Solar Array",2010,8,13,11,34.8159549206646
"Solar Array",2010,8,13,12,44.9658600179354
"Solar Array",2010,8,13,13,53.7167229561365
"Solar Array",2010,8,13,14,59.5868951424904
"Solar Array",2010,8,13,15,60.6594914501803
"Solar Array",2010,8,13,16,56.4522151864284
"Solar Array",2010,8,13,17,48.5989936172481
"Solar Array",2010,8,13,18,38.8593443707874
"Solar Array",2010,8,13,19,28.2752489351031
"Solar Array",2010,8,13,20,17.4248695076413
"Solar Array",2010,8,13,21,6.69120758648823
"Solar Array",2010,8,13,22,-3.59150375793587
"Solar Array",2010,8,13,23,-13.0513365069505
"Solar Array",2010,8,13,24,-21.2175644045189
"Solar Array",2010,8,14,1,-27.4924490525224
"Solar Array",2010,8,14,2,-31.2113223601885
"Solar Array",2010,8,14,3,-31.8537284557262
"Solar Array",2010,8,14,4,-29.3178780896865
"Solar Array",2010,8,14,5,-23.9854013954392
"Solar Array",2010,8,14,6,-16.497522938315
"Solar Array",2010,8,14,7,-7.49404561697602
"Solar Array",2010,8,14,8,2.50314037374608
"Solar Array",2010,8,14,9,13.0876837362278
"Solar Array",2010,8,14,10,23.9169283806254
"Solar Array",2010,8,14,11,34.6368019609426
"Solar Array",2010,8,14,12,44.7651709679757
"Solar Array",2010,8,14,13,53.4781478898698
"Solar Array",2010,8,14,14,59.3010365389668
"Solar Array",2010,8,14,15,60.3483012473811
"Solar Array",2010,8,14,16,56.1552864525213
"Solar Array",2010,8,14,17,48.3289161461743
"Solar Array",2010,8,14,18,38.6089773533335
"Solar Array",2010,8,14,19,28.0344894507061
"Solar Array",2010,8,14,20,17.1851787879492
"Solar Array",2010,8,14,21,6.44571854502118
"Solar Array",2010,8,14,22,-3.84840014162405
"Solar Array",2010,8,14,23,-13.3239484168163
"Solar Array",2010,8,14,24,-21.5079812903621
"Solar Array",2010,8,15,1,-27.7985285755591
"Solar Array",2010,8,15,2,-31.5244961109546
"Solar Array",2010,8,15,3,-32.1597718904624
"Solar Array",2010,8,15,4,-29.6027555803056
"Solar Array",2010,8,15,5,-24.2415103340522
"Solar Array",2010,8,15,6,-16.7246666841117
"Solar Array",2010,8,15,7,-7.69669081916766
"Solar Array",2010,8,15,8,2.31844579194353
"Solar Array",2010,8,15,9,12.913430123624
"Solar Array",2010,8,15,10,23.7445766863871
"Solar Array",2010,8,15,11,34.4559216246727
"Solar Array",2010,8,15,12,44.5621801300415
"Solar Array",2010,8,15,13,53.2366062789054
"Solar Array",2010,8,15,14,59.0116771630042
"Solar Array",2010,8,15,15,60.0331083034621
"Solar Array",2010,8,15,16,55.8537547452275
