Time,Date,Hour,KWH,Source
2011-07-30 11:00:00,2011-07-30,11,5072.0,Wind
2011-07-30 12:00:00,2011-07-30,12,2788.0,Wind
2011-07-30 13:00:00,2011-07-30,13,2316.0,Wind
2011-07-30 14:00:00,2011-07-30,14,4568.0,Wind
2011-07-30 15:00:00,2011-07-30,15,4520.0,Wind
2011-07-30 16:00:00,2011-07-30,16,2472.0,Wind
2011-07-30 17:00:00,2011-07-30,17,2208.0,Wind
2011-07-30 18:00:00,2011-07-30,18,1656.0,Wind
2011-07-30 19:00:00,2011-07-30,19,624.0,Wind
2011-07-30 20:00:00,2011-07-30,20,2872.0,Wind
2011-07-30 21:00:00,2011-07-30,21,1216.0,Wind
2011-07-30 22:00:00,2011-07-30,22,312.0,Wind
2011-07-30 23:00:00,2011-07-30,23,1248.0,Wind
2011-07-31 00:00:00,2011-07-31,0,1236.0,Wind
2011-07-31 01:00:00,2011-07-31,1,828.0,Wind
2011-07-31 02:00:00,2011-07-31,2,116.0,Wind
2011-07-31 03:00:00,2011-07-31,3,0.0,Wind
2011-07-31 04:00:00,2011-07-31,4,24.0,Wind
2011-07-31 05:00:00,2011-07-31,5,12.0,Wind
2011-07-31 06:00:00,2011-07-31,6,0.0,Wind
2011-07-31 07:00:00,2011-07-31,7,36.0,Wind
2011-07-31 08:00:00,2011-07-31,8,40.0,Wind
2011-07-31 09:00:00,2011-07-31,9,8.0,Wind
2011-07-31 10:00:00,2011-07-31,10,24.0,Wind
2011-07-31 11:00:00,2011-07-31,11,68.0,Wind
2011-07-31 12:00:00,2011-07-31,12,0.0,Wind
2011-07-31 13:00:00,2011-07-31,13,100.0,Wind
2011-07-31 14:00:00,2011-07-31,14,0.0,Wind
2011-07-31 15:00:00,2011-07-31,15,0.0,Wind
2011-07-31 16:00:00,2011-07-31,16,0.0,Wind
2011-07-31 17:00:00,2011-07-31,17,48.0,Wind
2011-07-31 18:00:00,2011-07-31,18,40.0,Wind
2011-07-31 19:00:00,2011-07-31,19,168.0,Wind
2011-07-31 20:00:00,2011-07-31,20,112.0,Wind
2011-07-31 21:00:00,2011-07-31,21,364.0,Wind
2011-07-31 22:00:00,2011-07-31,22,900.0,Wind
2011-07-31 23:00:00,2011-07-31,23,3952.0,Wind
2011-08-01 00:00:00,2011-08-01,0,4656.0,Wind
2011-08-01 01:00:00,2011-08-01,1,5276.0,Wind
2011-08-01 02:00:00,2011-08-01,2,4928.0,Wind
2011-08-01 03:00:00,2011-08-01,3,6564.0,Wind
2011-08-01 04:00:00,2011-08-01,4,5352.0,Wind
2011-08-01 05:00:00,2011-08-01,5,6848.0,Wind
2011-08-01 06:00:00,2011-08-01,6,8424.0,Wind
2011-08-01 07:00:00,2011-08-01,7,5508.0,Wind
2011-08-01 08:00:00,2011-08-01,8,2020.0,Wind
2011-08-01 09:00:00,2011-08-01,9,416.0,Wind
2011-08-01 10:00:00,2011-08-01,10,104.0,Wind
2011-08-01 11:00:00,2011-08-01,11,156.0,Wind
2011-08-01 12:00:00,2011-08-01,12,240.0,Wind
2011-08-01 13:00:00,2011-08-01,13,336.0,Wind
2011-08-01 14:00:00,2011-08-01,14,364.0,Wind
2011-08-01 15:00:00,2011-08-01,15,252.0,Wind
2011-08-01 16:00:00,2011-08-01,16,420.0,Wind
2011-08-01 17:00:00,2011-08-01,17,200.0,Wind
2011-08-01 18:00:00,2011-08-01,18,232.0,Wind
2011-08-01 19:00:00,2011-08-01,19,348.0,Wind
2011-08-01 20:00:00,2011-08-01,20,2144.0,Wind
2011-08-01 21:00:00,2011-08-01,21,4836.0,Wind
2011-08-01 22:00:00,2011-08-01,22,13524.0,Wind
2011-08-01 23:00:00,2011-08-01,23,11700.0,Wind
2011-08-02 00:00:00,2011-08-02,0,7288.0,Wind
2011-08-02 01:00:00,2011-08-02,1,7776.0,Wind
2011-08-02 02:00:00,2011-08-02,2,9592.0,Wind
2011-08-02 03:00:00,2011-08-02,3,11500.0,Wind
2011-08-02 04:00:00,2011-08-02,4,10192.0,Wind
2011-08-02 05:00:00,2011-08-02,5,6904.0,Wind
2011-08-02 06:00:00,2011-08-02,6,8220.0,Wind
2011-08-02 07:00:00,2011-08-02,7,5940.0,Wind
2011-08-02 08:00:00,2011-08-02,8,4024.0,Wind
2011-08-02 09:00:00,2011-08-02,9,1272.0,Wind
2011-08-02 10:00:00,2011-08-02,10,680.0,Wind
2011-08-02 11:00:00,2011-08-02,11,484.0,Wind
2011-08-02 12:00:00,2011-08-02,12,296.0,Wind
2011-08-02 13:00:00,2011-08-02,13,368.0,Wind
2011-08-02 14:00:00,2011-08-02,14,404.0,Wind
2011-08-02 15:00:00,2011-08-02,15,460.0,Wind
2011-08-02 16:00:00,2011-08-02,16,684.0,Wind
2011-08-02 17:00:00,2011-08-02,17,124.0,Wind
2011-08-02 18:00:00,2011-08-02,18,4.0,Wind
2011-08-02 19:00:00,2011-08-02,19,140.0,Wind
2011-08-02 20:00:00,2011-08-02,20,0.0,Wind
2011-08-02 21:00:00,2011-08-02,21,3224.0,Wind
2011-08-02 22:00:00,2011-08-02,22,6804.0,Wind
2011-08-02 23:00:00,2011-08-02,23,4508.0,Wind
2011-08-03 00:00:00,2011-08-03,0,5640.0,Wind
2011-08-03 01:00:00,2011-08-03,1,3956.0,Wind
2011-08-03 02:00:00,2011-08-03,2,1892.0,Wind
2011-08-03 03:00:00,2011-08-03,3,2056.0,Wind
2011-08-03 04:00:00,2011-08-03,4,1060.0,Wind
2011-08-03 05:00:00,2011-08-03,5,248.0,Wind
2011-08-03 06:00:00,2011-08-03,6,0.0,Wind
2011-08-03 07:00:00,2011-08-03,7,28.0,Wind
2011-08-03 08:00:00,2011-08-03,8,132.0,Wind
2011-08-03 09:00:00,2011-08-03,9,5628.0,Wind
2011-08-03 10:00:00,2011-08-03,10,2832.0,Wind
2011-08-03 11:00:00,2011-08-03,11,8.0,Wind
2011-08-03 12:00:00,2011-08-03,12,28.0,Wind
2011-08-03 13:00:00,2011-08-03,13,100.0,Wind
2011-08-03 14:00:00,2011-08-03,14,248.0,Wind
2011-08-03 15:00:00,2011-08-03,15,1324.0,Wind
2011-08-03 16:00:00,2011-08-03,16,1744.0,Wind
2011-08-03 17:00:00,2011-08-03,17,924.0,Wind
2011-08-03 18:00:00,2011-08-03,18,356.0,Wind
2011-08-03 19:00:00,2011-08-03,19,148.0,Wind
2011-08-03 20:00:00,2011-08-03,20,184.0,Wind
2011-08-03 21:00:00,2011-08-03,21,624.0,Wind
2011-08-03 22:00:00,2011-08-03,22,2256.0,Wind
2011-08-03 23:00:00,2011-08-03,23,2928.0,Wind
2011-08-04 00:00:00,2011-08-04,0,4016.0,Wind
2011-08-04 01:00:00,2011-08-04,1,7416.0,Wind
2011-08-04 02:00:00,2011-08-04,2,5952.0,Wind
2011-08-04 03:00:00,2011-08-04,3,8452.0,Wind
2011-08-04 04:00:00,2011-08-04,4,4432.0,Wind
2011-08-04 05:00:00,2011-08-04,5,6920.0,Wind
2011-08-04 06:00:00,2011-08-04,6,7028.0,Wind
2011-08-04 07:00:00,2011-08-04,7,8824.0,Wind
2011-08-04 08:00:00,2011-08-04,8,3672.0,Wind
2011-08-04 09:00:00,2011-08-04,9,284.0,Wind
2011-08-04 10:00:00,2011-08-04,10,144.0,Wind
2011-08-04 11:00:00,2011-08-04,11,916.0,Wind
2011-08-04 12:00:00,2011-08-04,12,4764.0,Wind
2011-08-04 13:00:00,2011-08-04,13,8424.0,Wind
2011-08-04 14:00:00,2011-08-04,14,12920.0,Wind
2011-08-04 15:00:00,2011-08-04,15,12920.0,Wind
2011-08-04 16:00:00,2011-08-04,16,19976.0,Wind
2011-08-04 17:00:00,2011-08-04,17,26176.0,Wind
2011-08-04 18:00:00,2011-08-04,18,10152.0,Wind
2011-08-04 19:00:00,2011-08-04,19,7656.0,Wind
2011-08-04 20:00:00,2011-08-04,20,12176.0,Wind
2011-08-04 21:00:00,2011-08-04,21,14668.0,Wind
2011-08-04 22:00:00,2011-08-04,22,13964.0,Wind
2011-08-04 23:00:00,2011-08-04,23,11688.0,Wind
2011-08-05 00:00:00,2011-08-05,0,16304.0,Wind
2011-08-05 01:00:00,2011-08-05,1,11684.0,Wind
2011-08-05 02:00:00,2011-08-05,2,9828.0,Wind
2011-08-05 03:00:00,2011-08-05,3,10504.0,Wind
2011-08-05 04:00:00,2011-08-05,4,10040.0,Wind
2011-08-05 05:00:00,2011-08-05,5,5664.0,Wind
2011-08-05 06:00:00,2011-08-05,6,3484.0,Wind
2011-08-05 07:00:00,2011-08-05,7,1444.0,Wind
2011-08-05 08:00:00,2011-08-05,8,700.0,Wind
2011-08-05 09:00:00,2011-08-05,9,2300.0,Wind
2011-08-05 10:00:00,2011-08-05,10,2516.0,Wind
2011-08-05 11:00:00,2011-08-05,11,3184.0,Wind
2011-08-05 12:00:00,2011-08-05,12,3480.0,Wind
2011-08-05 13:00:00,2011-08-05,13,2548.0,Wind
2011-08-05 14:00:00,2011-08-05,14,800.0,Wind
2011-08-05 15:00:00,2011-08-05,15,136.0,Wind
2011-08-05 16:00:00,2011-08-05,16,20.0,Wind
2011-08-05 17:00:00,2011-08-05,17,8.0,Wind
2011-08-05 18:00:00,2011-08-05,18,48.0,Wind
2011-08-05 19:00:00,2011-08-05,19,4.0,Wind
2011-08-05 20:00:00,2011-08-05,20,60.0,Wind
2011-08-05 21:00:00,2011-08-05,21,200.0,Wind
2011-08-05 22:00:00,2011-08-05,22,280.0,Wind
2011-08-05 23:00:00,2011-08-05,23,724.0,Wind
2011-08-06 00:00:00,2011-08-06,0,2952.0,Wind
2011-08-06 01:00:00,2011-08-06,1,2520.0,Wind
2011-08-06 02:00:00,2011-08-06,2,5292.0,Wind
2011-08-06 03:00:00,2011-08-06,3,5692.0,Wind
2011-08-06 04:00:00,2011-08-06,4,1152.0,Wind
2011-08-06 05:00:00,2011-08-06,5,1472.0,Wind
2011-08-06 06:00:00,2011-08-06,6,1412.0,Wind
2011-08-06 07:00:00,2011-08-06,7,4272.0,Wind
2011-08-06 08:00:00,2011-08-06,8,5232.0,Wind
2011-08-06 09:00:00,2011-08-06,9,3972.0,Wind
2011-08-06 10:00:00,2011-08-06,10,5828.0,Wind
2011-08-06 11:00:00,2011-08-06,11,6736.0,Wind
2011-08-06 12:00:00,2011-08-06,12,6036.0,Wind
2011-08-06 13:00:00,2011-08-06,13,8396.0,Wind
2011-08-06 14:00:00,2011-08-06,14,9188.0,Wind
2011-08-06 15:00:00,2011-08-06,15,11504.0,Wind
2011-08-06 16:00:00,2011-08-06,16,5096.0,Wind
2011-08-06 17:00:00,2011-08-06,17,4076.0,Wind
2011-08-06 18:00:00,2011-08-06,18,9376.0,Wind
2011-08-06 19:00:00,2011-08-06,19,13720.0,Wind
2011-08-06 20:00:00,2011-08-06,20,15492.0,Wind
2011-08-06 21:00:00,2011-08-06,21,12968.0,Wind
2011-08-06 22:00:00,2011-08-06,22,5788.0,Wind
2011-08-06 23:00:00,2011-08-06,23,12488.0,Wind
2011-08-07 00:00:00,2011-08-07,0,8244.0,Wind
2011-08-07 01:00:00,2011-08-07,1,6932.0,Wind
2011-08-07 02:00:00,2011-08-07,2,9444.0,Wind
2011-08-07 03:00:00,2011-08-07,3,12152.0,Wind
2011-08-07 04:00:00,2011-08-07,4,12584.0,Wind
2011-08-07 05:00:00,2011-08-07,5,13492.0,Wind
2011-08-07 06:00:00,2011-08-07,6,11776.0,Wind
2011-08-07 07:00:00,2011-08-07,7,14064.0,Wind
2011-08-07 08:00:00,2011-08-07,8,15992.0,Wind
2011-08-07 09:00:00,2011-08-07,9,16456.0,Wind
2011-08-07 10:00:00,2011-08-07,10,19612.0,Wind
2011-08-07 11:00:00,2011-08-07,11,15100.0,Wind
2011-08-07 12:00:00,2011-08-07,12,18672.0,Wind
2011-08-07 13:00:00,2011-08-07,13,24432.0,Wind
2011-08-07 14:00:00,2011-08-07,14,21236.0,Wind
2011-08-07 15:00:00,2011-08-07,15,16828.0,Wind
2011-08-07 16:00:00,2011-08-07,16,16912.0,Wind
2011-08-07 17:00:00,2011-08-07,17,27428.0,Wind
2011-08-07 18:00:00,2011-08-07,18,19368.0,Wind
2011-08-07 19:00:00,2011-08-07,19,8112.0,Wind
2011-08-07 20:00:00,2011-08-07,20,5740.0,Wind
2011-08-07 21:00:00,2011-08-07,21,10240.0,Wind
2011-08-07 22:00:00,2011-08-07,22,15900.0,Wind
2011-08-07 23:00:00,2011-08-07,23,24972.0,Wind
2011-08-08 00:00:00,2011-08-08,0,21508.0,Wind
2011-08-08 01:00:00,2011-08-08,1,14644.0,Wind
2011-08-08 02:00:00,2011-08-08,2,9396.0,Wind
2011-08-08 03:00:00,2011-08-08,3,11896.0,Wind
2011-08-08 04:00:00,2011-08-08,4,23168.0,Wind
2011-08-08 05:00:00,2011-08-08,5,31452.0,Wind
2011-08-08 06:00:00,2011-08-08,6,34060.0,Wind
2011-08-08 07:00:00,2011-08-08,7,32120.0,Wind
2011-08-08 08:00:00,2011-08-08,8,29468.0,Wind
2011-08-08 09:00:00,2011-08-08,9,26040.0,Wind
2011-08-08 10:00:00,2011-08-08,10,26704.0,Wind
2011-08-08 11:00:00,2011-08-08,11,22028.0,Wind
2011-08-08 12:00:00,2011-08-08,12,19720.0,Wind
2011-08-08 13:00:00,2011-08-08,13,18824.0,Wind
2011-08-08 14:00:00,2011-08-08,14,20800.0,Wind
2011-08-08 15:00:00,2011-08-08,15,22972.0,Wind
2011-08-08 16:00:00,2011-08-08,16,22780.0,Wind
2011-08-08 17:00:00,2011-08-08,17,20596.0,Wind
2011-08-08 18:00:00,2011-08-08,18,40568.0,Wind
2011-08-08 19:00:00,2011-08-08,19,35064.0,Wind
2011-08-08 20:00:00,2011-08-08,20,23980.0,Wind
2011-08-08 21:00:00,2011-08-08,21,22872.0,Wind
2011-08-08 22:00:00,2011-08-08,22,24468.0,Wind
2011-08-08 23:00:00,2011-08-08,23,26788.0,Wind
2011-08-09 00:00:00,2011-08-09,0,26368.0,Wind
2011-08-09 01:00:00,2011-08-09,1,25708.0,Wind
2011-08-09 02:00:00,2011-08-09,2,23212.0,Wind
2011-08-09 03:00:00,2011-08-09,3,23256.0,Wind
2011-08-09 04:00:00,2011-08-09,4,21464.0,Wind
2011-08-09 05:00:00,2011-08-09,5,17984.0,Wind
2011-08-09 06:00:00,2011-08-09,6,15632.0,Wind
2011-08-09 07:00:00,2011-08-09,7,14400.0,Wind
2011-08-09 08:00:00,2011-08-09,8,11808.0,Wind
2011-08-09 09:00:00,2011-08-09,9,13344.0,Wind
2011-08-09 10:00:00,2011-08-09,10,15472.0,Wind
2011-08-09 11:00:00,2011-08-09,11,16332.0,Wind
2011-08-09 12:00:00,2011-08-09,12,8948.0,Wind
2011-08-09 13:00:00,2011-08-09,13,3576.0,Wind
2011-08-09 14:00:00,2011-08-09,14,0.0,Wind
2011-08-09 15:00:00,2011-08-09,15,10880.0,Wind
2011-08-09 16:00:00,2011-08-09,16,24340.0,Wind
2011-08-09 17:00:00,2011-08-09,17,22440.0,Wind
2011-08-09 18:00:00,2011-08-09,18,18176.0,Wind
2011-08-09 19:00:00,2011-08-09,19,13536.0,Wind
2011-08-09 20:00:00,2011-08-09,20,8104.0,Wind
2011-08-09 21:00:00,2011-08-09,21,5164.0,Wind
2011-08-09 22:00:00,2011-08-09,22,4564.0,Wind
2011-08-09 23:00:00,2011-08-09,23,900.0,Wind
2011-08-10 00:00:00,2011-08-10,0,1096.0,Wind
2011-08-10 01:00:00,2011-08-10,1,152.0,Wind
2011-08-10 02:00:00,2011-08-10,2,736.0,Wind
2011-08-10 03:00:00,2011-08-10,3,3288.0,Wind
2011-08-10 04:00:00,2011-08-10,4,4696.0,Wind
2011-08-10 05:00:00,2011-08-10,5,9964.0,Wind
2011-08-10 06:00:00,2011-08-10,6,13424.0,Wind
2011-08-10 07:00:00,2011-08-10,7,10848.0,Wind
2011-08-10 08:00:00,2011-08-10,8,11268.0,Wind
2011-08-10 09:00:00,2011-08-10,9,9104.0,Wind
2011-08-10 10:00:00,2011-08-10,10,12692.0,Wind
2011-08-10 11:00:00,2011-08-10,11,15960.0,Wind
2011-08-10 12:00:00,2011-08-10,12,20760.0,Wind
2011-08-10 13:00:00,2011-08-10,13,27784.0,Wind
2011-08-10 14:00:00,2011-08-10,14,31012.0,Wind
2011-08-10 15:00:00,2011-08-10,15,35356.0,Wind
2011-08-10 16:00:00,2011-08-10,16,32184.0,Wind
2011-08-10 17:00:00,2011-08-10,17,30228.0,Wind
2011-08-10 18:00:00,2011-08-10,18,25336.0,Wind
2011-08-10 19:00:00,2011-08-10,19,27904.0,Wind
2011-08-10 20:00:00,2011-08-10,20,21084.0,Wind
2011-08-10 21:00:00,2011-08-10,21,16776.0,Wind
2011-08-10 22:00:00,2011-08-10,22,15144.0,Wind
2011-08-10 23:00:00,2011-08-10,23,18840.0,Wind
2011-08-11 00:00:00,2011-08-11,0,22472.0,Wind
2011-08-11 01:00:00,2011-08-11,1,34052.0,Wind
2011-08-11 02:00:00,2011-08-11,2,27836.0,Wind
2011-08-11 03:00:00,2011-08-11,3,24604.0,Wind
2011-08-11 04:00:00,2011-08-11,4,25332.0,Wind
2011-08-11 05:00:00,2011-08-11,5,21712.0,Wind
2011-08-11 06:00:00,2011-08-11,6,17700.0,Wind
2011-08-11 07:00:00,2011-08-11,7,16184.0,Wind
2011-08-11 08:00:00,2011-08-11,8,22224.0,Wind
2011-08-11 09:00:00,2011-08-11,9,25508.0,Wind
2011-08-11 10:00:00,2011-08-11,10,33196.0,Wind
2011-08-11 11:00:00,2011-08-11,11,17408.0,Wind
2011-08-11 12:00:00,2011-08-11,12,0.0,Wind
2011-08-11 13:00:00,2011-08-11,13,0.0,Wind
2011-08-11 14:00:00,2011-08-11,14,0.0,Wind
2011-08-11 15:00:00,2011-08-11,15,15620.0,Wind
2011-08-11 16:00:00,2011-08-11,16,37168.0,Wind
2011-08-11 17:00:00,2011-08-11,17,31692.0,Wind
2011-08-11 18:00:00,2011-08-11,18,22300.0,Wind
2011-08-11 19:00:00,2011-08-11,19,19160.0,Wind
2011-08-11 20:00:00,2011-08-11,20,15600.0,Wind
2011-08-11 21:00:00,2011-08-11,21,17388.0,Wind
2011-08-11 22:00:00,2011-08-11,22,15740.0,Wind
2011-08-11 23:00:00,2011-08-11,23,14296.0,Wind
2011-08-12 00:00:00,2011-08-12,0,12712.0,Wind
2011-08-12 01:00:00,2011-08-12,1,11136.0,Wind
2011-08-12 02:00:00,2011-08-12,2,14572.0,Wind
2011-08-12 03:00:00,2011-08-12,3,12480.0,Wind
2011-08-12 04:00:00,2011-08-12,4,7564.0,Wind
2011-08-12 05:00:00,2011-08-12,5,8796.0,Wind
2011-08-12 06:00:00,2011-08-12,6,4992.0,Wind
2011-08-12 07:00:00,2011-08-12,7,7036.0,Wind
2011-08-12 08:00:00,2011-08-12,8,7448.0,Wind
2011-08-12 09:00:00,2011-08-12,9,6788.0,Wind
2011-08-12 10:00:00,2011-08-12,10,8316.0,Wind
2011-08-12 11:00:00,2011-08-12,11,5352.0,Wind
2011-08-12 12:00:00,2011-08-12,12,8140.0,Wind
2011-08-12 13:00:00,2011-08-12,13,9688.0,Wind
2011-08-12 14:00:00,2011-08-12,14,9420.0,Wind
2011-08-12 15:00:00,2011-08-12,15,9224.0,Wind
2011-08-12 16:00:00,2011-08-12,16,11708.0,Wind
2011-08-12 17:00:00,2011-08-12,17,11652.0,Wind
2011-08-12 18:00:00,2011-08-12,18,6572.0,Wind
2011-08-12 19:00:00,2011-08-12,19,1936.0,Wind
2011-08-12 20:00:00,2011-08-12,20,484.0,Wind
2011-08-12 21:00:00,2011-08-12,21,60.0,Wind
2011-08-12 22:00:00,2011-08-12,22,2116.0,Wind
2011-08-12 23:00:00,2011-08-12,23,7380.0,Wind
2011-08-13 00:00:00,2011-08-13,0,3976.0,Wind
2011-08-13 01:00:00,2011-08-13,1,1912.0,Wind
2011-08-13 02:00:00,2011-08-13,2,3160.0,Wind
2011-08-13 03:00:00,2011-08-13,3,3400.0,Wind
2011-08-13 04:00:00,2011-08-13,4,2020.0,Wind
2011-08-13 05:00:00,2011-08-13,5,2012.0,Wind
2011-08-13 06:00:00,2011-08-13,6,4592.0,Wind
2011-08-13 07:00:00,2011-08-13,7,4192.0,Wind
2011-08-13 08:00:00,2011-08-13,8,2964.0,Wind
2011-08-13 09:00:00,2011-08-13,9,3020.0,Wind
2011-08-13 10:00:00,2011-08-13,10,6080.0,Wind
2011-08-13 11:00:00,2011-08-13,11,7452.0,Wind
2011-08-13 12:00:00,2011-08-13,12,16328.0,Wind
2011-08-13 13:00:00,2011-08-13,13,18112.0,Wind
2011-08-13 14:00:00,2011-08-13,14,11384.0,Wind
2011-08-13 15:00:00,2011-08-13,15,16580.0,Wind
2011-08-13 16:00:00,2011-08-13,16,13824.0,Wind
2011-08-13 17:00:00,2011-08-13,17,12888.0,Wind
2011-08-13 18:00:00,2011-08-13,18,15840.0,Wind
2011-08-13 19:00:00,2011-08-13,19,11568.0,Wind
2011-08-13 20:00:00,2011-08-13,20,9376.0,Wind
2011-08-13 21:00:00,2011-08-13,21,10448.0,Wind
2011-08-13 22:00:00,2011-08-13,22,9000.0,Wind
2011-08-13 23:00:00,2011-08-13,23,9732.0,Wind
2011-08-14 00:00:00,2011-08-14,0,7100.0,Wind
2011-08-14 01:00:00,2011-08-14,1,9548.0,Wind
2011-08-14 02:00:00,2011-08-14,2,12556.0,Wind
2011-08-14 03:00:00,2011-08-14,3,1256.0,Wind
2011-08-14 04:00:00,2011-08-14,4,564.0,Wind
2011-08-14 05:00:00,2011-08-14,5,3564.0,Wind
2011-08-14 06:00:00,2011-08-14,6,2020.0,Wind
2011-08-14 07:00:00,2011-08-14,7,3124.0,Wind
2011-08-14 08:00:00,2011-08-14,8,1196.0,Wind
2011-08-14 09:00:00,2011-08-14,9,5708.0,Wind
2011-08-14 10:00:00,2011-08-14,10,6932.0,Wind
2011-08-14 11:00:00,2011-08-14,11,7828.0,Wind
2011-08-14 12:00:00,2011-08-14,12,8716.0,Wind
2011-08-14 13:00:00,2011-08-14,13,6564.0,Wind
2011-08-14 14:00:00,2011-08-14,14,6152.0,Wind
2011-08-14 15:00:00,2011-08-14,15,6884.0,Wind
2011-08-14 16:00:00,2011-08-14,16,4724.0,Wind
2011-08-14 17:00:00,2011-08-14,17,5348.0,Wind
2011-08-14 18:00:00,2011-08-14,18,2128.0,Wind
2011-08-14 19:00:00,2011-08-14,19,2124.0,Wind
2011-08-14 20:00:00,2011-08-14,20,3916.0,Wind
2011-08-14 21:00:00,2011-08-14,21,2960.0,Wind
2011-08-14 22:00:00,2011-08-14,22,9144.0,Wind
2011-08-14 23:00:00,2011-08-14,23,12716.0,Wind
2011-08-15 00:00:00,2011-08-15,0,9404.0,Wind
2011-08-15 01:00:00,2011-08-15,1,7880.0,Wind
2011-08-15 02:00:00,2011-08-15,2,8344.0,Wind
2011-08-15 03:00:00,2011-08-15,3,9564.0,Wind
2011-08-15 04:00:00,2011-08-15,4,13624.0,Wind
2011-08-15 05:00:00,2011-08-15,5,12900.0,Wind
2011-08-15 06:00:00,2011-08-15,6,9656.0,Wind
2011-08-15 07:00:00,2011-08-15,7,8760.0,Wind
2011-08-15 08:00:00,2011-08-15,8,4108.0,Wind
2011-08-15 09:00:00,2011-08-15,9,1388.0,Wind
2011-08-15 10:00:00,2011-08-15,10,668.0,Wind
2011-08-15 11:00:00,2011-08-15,11,628.0,Wind
2011-08-15 12:00:00,2011-08-15,12,1860.0,Wind
2011-08-15 13:00:00,2011-08-15,13,2412.0,Wind
2011-08-15 14:00:00,2011-08-15,14,2116.0,Wind
2011-08-15 15:00:00,2011-08-15,15,5008.0,Wind
2011-08-15 16:00:00,2011-08-15,16,4452.0,Wind
2011-08-15 17:00:00,2011-08-15,17,5296.0,Wind
2011-08-15 18:00:00,2011-08-15,18,3420.0,Wind
2011-08-15 19:00:00,2011-08-15,19,2164.0,Wind
2011-08-15 20:00:00,2011-08-15,20,2524.0,Wind
2011-08-15 21:00:00,2011-08-15,21,2416.0,Wind
2011-08-15 22:00:00,2011-08-15,22,1524.0,Wind
2011-08-15 23:00:00,2011-08-15,23,2564.0,Wind
2011-08-16 00:00:00,2011-08-16,0,4816.0,Wind
2011-08-16 01:00:00,2011-08-16,1,5304.0,Wind
2011-08-16 02:00:00,2011-08-16,2,3588.0,Wind
2011-08-16 03:00:00,2011-08-16,3,2404.0,Wind
2011-08-16 04:00:00,2011-08-16,4,928.0,Wind
2011-08-16 05:00:00,2011-08-16,5,100.0,Wind
2011-08-16 06:00:00,2011-08-16,6,148.0,Wind
2011-08-16 07:00:00,2011-08-16,7,916.0,Wind
2011-08-16 08:00:00,2011-08-16,8,384.0,Wind
2011-08-16 09:00:00,2011-08-16,9,28.0,Wind
2011-08-16 10:00:00,2011-08-16,10,248.0,Wind
2011-08-16 11:00:00,2011-08-16,11,1444.0,Wind
2011-08-16 12:00:00,2011-08-16,12,960.0,Wind
2011-08-16 13:00:00,2011-08-16,13,1888.0,Wind
2011-08-16 14:00:00,2011-08-16,14,1912.0,Wind
2011-08-16 15:00:00,2011-08-16,15,3888.0,Wind
2011-08-16 16:00:00,2011-08-16,16,4656.0,Wind
2011-08-16 17:00:00,2011-08-16,17,3000.0,Wind
2011-08-16 18:00:00,2011-08-16,18,2196.0,Wind
2011-08-16 19:00:00,2011-08-16,19,3764.0,Wind
2011-08-16 20:00:00,2011-08-16,20,1180.0,Wind
2011-08-16 21:00:00,2011-08-16,21,1564.0,Wind
2011-08-16 22:00:00,2011-08-16,22,2844.0,Wind
2011-08-16 23:00:00,2011-08-16,23,6108.0,Wind
2011-08-17 00:00:00,2011-08-17,0,6424.0,Wind
2011-08-17 01:00:00,2011-08-17,1,4696.0,Wind
2011-08-17 02:00:00,2011-08-17,2,5636.0,Wind
2011-08-17 03:00:00,2011-08-17,3,2180.0,Wind
2011-08-17 04:00:00,2011-08-17,4,1596.0,Wind
2011-08-17 05:00:00,2011-08-17,5,1556.0,Wind
2011-08-17 06:00:00,2011-08-17,6,1104.0,Wind
2011-08-17 07:00:00,2011-08-17,7,396.0,Wind
2011-08-17 08:00:00,2011-08-17,8,20.0,Wind
2011-08-17 09:00:00,2011-08-17,9,0.0,Wind
2011-08-17 10:00:00,2011-08-17,10,0.0,Wind
2011-08-17 11:00:00,2011-08-17,11,0.0,Wind
2011-08-17 12:00:00,2011-08-17,12,0.0,Wind
2011-08-17 13:00:00,2011-08-17,13,0.0,Wind
2011-08-17 14:00:00,2011-08-17,14,0.0,Wind
2011-08-17 15:00:00,2011-08-17,15,520.0,Wind
2011-08-17 16:00:00,2011-08-17,16,764.0,Wind
2011-08-17 17:00:00,2011-08-17,17,480.0,Wind
2011-08-17 18:00:00,2011-08-17,18,56.0,Wind
2011-08-17 19:00:00,2011-08-17,19,1152.0,Wind
2011-08-17 20:00:00,2011-08-17,20,3076.0,Wind
2011-08-17 21:00:00,2011-08-17,21,6632.0,Wind
2011-08-17 22:00:00,2011-08-17,22,6952.0,Wind
2011-08-17 23:00:00,2011-08-17,23,3496.0,Wind
2011-08-18 00:00:00,2011-08-18,0,8188.0,Wind
2011-08-18 01:00:00,2011-08-18,1,6676.0,Wind
2011-08-18 02:00:00,2011-08-18,2,8612.0,Wind
2011-08-18 03:00:00,2011-08-18,3,8900.0,Wind
2011-08-18 04:00:00,2011-08-18,4,11004.0,Wind
2011-08-18 05:00:00,2011-08-18,5,7612.0,Wind
2011-08-18 06:00:00,2011-08-18,6,9312.0,Wind
2011-08-18 07:00:00,2011-08-18,7,9364.0,Wind
2011-08-18 08:00:00,2011-08-18,8,8160.0,Wind
